7.135500000000000349e-03 6.110209000000000233e+05
7.242000000000000173e-03 6.061378000000000466e+05
1.068999999999999985e-02 4.076200000000000000e+05
1.113003000000000083e-02 3.910190000000000000e+05
1.130038000000000049e-02 3.850549000000000233e+05
1.134580999999999958e-02 3.835014000000000233e+05
1.141396000000000077e-02 3.819194000000000233e+05
1.142760999999999950e-02 3.814627000000000116e+05
1.158431000000000044e-02 3.764590000000000000e+05
1.221612000000000045e-02 3.576385000000000000e+05
1.305902999999999925e-02 3.360649000000000233e+05
1.396009999999999959e-02 3.162457999999999884e+05
1.492335000000000016e-02 2.978425999999999767e+05
1.595306000000000154e-02 2.806182999999999884e+05
1.705382000000000078e-02 2.644049000000000233e+05
1.823053000000000173e-02 2.490613999999999942e+05
1.948843999999999924e-02 2.344785000000000000e+05
2.083313999999999999e-02 2.205662999999999884e+05
2.227062999999999959e-02 2.072462000000000116e+05
2.322600000000000012e-02 1.991401000000000058e+05
2.358149999999999830e-02 1.962540000000000000e+05
2.367630000000000082e-02 1.954940000000000000e+05
2.380729999999999999e-02 2.018388999999999942e+05
2.381849999999999939e-02 2.017595000000000000e+05
2.417400000000000104e-02 1.992772999999999884e+05
2.545000999999999861e-02 1.908918999999999942e+05
2.720606000000000066e-02 1.805676000000000058e+05
2.908327000000000134e-02 1.705782999999999884e+05
3.109001999999999946e-02 1.606981000000000058e+05
3.323522999999999755e-02 1.508796000000000058e+05
3.552845999999999782e-02 1.411417999999999884e+05
3.797993000000000202e-02 1.315060000000000000e+05
4.060053999999999746e-02 1.220166999999999971e+05
4.340197999999999973e-02 1.127261000000000058e+05
4.639671000000000073e-02 1.036976999999999971e+05
4.959808999999999746e-02 9.497777000000000407e+04
5.302035000000000081e-02 8.661686000000000058e+04
5.667876000000000164e-02 7.866730999999999767e+04
6.058958999999999873e-02 7.116580999999999767e+04
6.477027999999999952e-02 6.413809999999999854e+04
6.923941999999999597e-02 5.759898000000000320e+04
7.401694999999999802e-02 5.156193000000000029e+04
7.912410999999999750e-02 4.601637000000000262e+04
8.458367999999999443e-02 4.095458999999999651e+04
9.041994999999999894e-02 3.635772000000000116e+04
9.665893000000000401e-02 3.219483000000000175e+04
9.721599999999999686e-02 3.187734999999999854e+04
9.870400000000000007e-02 3.103009999999999854e+04
9.910080000000000278e-02 3.080436999999999898e+04
9.969600000000000684e-02 7.853200999999999476e+04
1.011839999999999962e-01 7.799575000000000000e+04
1.033284000000000008e-01 7.721702999999999884e+04
1.104581000000000035e-01 7.521608000000000175e+04
1.180796999999999958e-01 7.258236000000000058e+04
1.262272000000000116e-01 6.889030000000000291e+04
1.349367999999999956e-01 6.433445999999999913e+04
1.442475000000000007e-01 5.906883999999999651e+04
1.457259999999999944e-01 5.826297000000000116e+04
1.479564999999999908e-01 5.703588999999999942e+04
1.485512999999999972e-01 5.670673999999999796e+04
1.494435000000000069e-01 6.084575000000000000e+04
1.516740000000000033e-01 5.957286000000000058e+04
1.542004999999999904e-01 5.813238999999999942e+04
1.648403999999999980e-01 5.247565000000000146e+04
1.762143999999999933e-01 4.694756999999999971e+04
1.883731999999999907e-01 4.166583000000000175e+04
2.013708999999999916e-01 3.672445999999999913e+04
2.152654999999999985e-01 3.217936999999999898e+04
2.301188000000000122e-01 2.805270000000000073e+04
2.459969999999999934e-01 2.435127999999999884e+04
2.629708000000000045e-01 2.106252999999999884e+04
2.811158000000000268e-01 1.816209000000000015e+04
3.005128000000000243e-01 1.562045000000000073e+04
3.212481999999999838e-01 1.340452000000000044e+04
3.434143000000000057e-01 1.148072999999999956e+04
3.671098999999999890e-01 9.816236000000000786e+03
3.924405000000000254e-01 8.380695999999999913e+03
4.195188999999999724e-01 7.145055000000000291e+03
4.484657000000000227e-01 6.081645000000000437e+03
4.794097999999999971e-01 5.163176999999999680e+03
5.124891000000000307e-01 4.377930000000000291e+03
5.213600000000000456e-01 4.207601999999999862e+03
5.293400000000000327e-01 4.055777999999999793e+03
5.314680000000000515e-01 4.015458999999999833e+03
5.346600000000000241e-01 1.414468000000000029e+04
5.426400000000000112e-01 1.367480999999999949e+04
5.478507999999999711e-01 1.337645999999999913e+04
5.856525000000000203e-01 1.151359000000000015e+04
6.260624999999999662e-01 9.870790999999999258e+03
6.692609000000000474e-01 8.411189000000000306e+03
7.154399000000000175e-01 7.137529999999999745e+03
7.648051999999999628e-01 6.040252000000000407e+03
8.175767999999999924e-01 5.103747999999999593e+03
8.739896000000000331e-01 4.309470000000000255e+03
9.342947999999999809e-01 3.629960000000000036e+03
9.987612000000000156e-01 3.050952000000000226e+03
1.067676000000000069e+00 2.543465000000000146e+03
1.141345000000000054e+00 2.119677999999999884e+03
1.220097999999999905e+00 1.766257000000000062e+03
1.304284999999999917e+00 1.471609999999999900e+03
1.394281000000000104e+00 1.226034000000000106e+03
1.490485999999999978e+00 1.021484000000000037e+03
1.593328999999999995e+00 8.510051999999999452e+02
1.703268999999999922e+00 7.091096999999999753e+02
1.802122000000000002e+00 6.092468000000000075e+02
1.820794999999999941e+00 5.908869999999999436e+02
1.829704999999999915e+00 5.837147999999999683e+02
1.837061000000000055e+00 5.778229000000000042e+02
1.848093999999999903e+00 1.987525000000000091e+03
1.875677999999999956e+00 1.928713999999999942e+03
1.946430000000000105e+00 1.780172000000000025e+03
2.080732999999999944e+00 1.504377999999999929e+03
2.224304000000000059e+00 1.257719000000000051e+03
2.377781000000000144e+00 1.047993999999999915e+03
2.541847999999999885e+00 8.768061999999999898e+02
2.717235000000000067e+00 7.345910000000000082e+02
2.904723999999999862e+00 6.155705000000000382e+02
3.105150000000000077e+00 5.138641000000000076e+02
3.319405999999999857e+00 4.276403999999999996e+02
3.548445000000000071e+00 3.559470999999999776e+02
3.793287999999999993e+00 2.953562999999999761e+02
4.055024000000000406e+00 2.441705000000000041e+02
4.334820999999999813e+00 2.018864000000000090e+02
4.633924000000000376e+00 1.669527999999999963e+02
4.953663999999999845e+00 1.380946000000000140e+02
5.295467000000000368e+00 1.142395999999999958e+02
5.660854999999999748e+00 9.452536000000000627e+01
6.051453000000000415e+00 7.822932000000000130e+01
6.469003999999999976e+00 6.476321000000000083e+01
6.915365000000000428e+00 5.362648999999999688e+01
7.392525000000000013e+00 4.441910000000000025e+01
7.902608999999999995e+00 3.680429000000000173e+01
8.447889999999999233e+00 3.036658999999999864e+01
9.030794000000000210e+00 2.500806000000000040e+01
9.653919000000000139e+00 2.048467000000000127e+01
1.032004000000000055e+01 1.678412000000000148e+01
1.103212000000000081e+01 1.375719999999999921e+01
1.179334000000000060e+01 1.128602000000000061e+01
1.260707999999999984e+01 9.267115999999999687e+00
1.347696999999999967e+01 7.618047999999999931e+00
1.440687999999999924e+01 6.270639000000000074e+00
1.540094999999999992e+01 5.169255999999999851e+00
1.646361999999999881e+01 4.268873000000000140e+00
1.759960999999999842e+01 3.532436000000000131e+00
1.881398000000000081e+01 2.929869000000000057e+00
2.011214999999999975e+01 2.436644999999999950e+00
2.149988000000000099e+01 2.032811999999999841e+00
2.298338000000000036e+01 1.701901000000000108e+00
2.456923000000000101e+01 1.430590999999999946e+00
2.626450000000000173e+01 1.208037000000000027e+00
2.807676000000000016e+01 1.021608000000000072e+00
3.001405000000000101e+01 8.681016999999999761e-01
3.208502000000000010e+01 7.426582999999999934e-01
3.429889000000000010e+01 6.400272000000000183e-01
3.666550999999999760e+01 5.558733000000000146e-01
3.919543000000000177e+01 4.868000000000000105e-01
4.189992000000000161e+01 4.291393000000000013e-01
4.479100999999999999e+01 3.817670000000000230e-01
4.788159000000000276e+01 3.427301999999999849e-01
5.118542000000000058e+01 3.104502000000000095e-01
5.471721000000000146e+01 2.836576000000000097e-01
5.849269999999999925e+01 2.613151000000000224e-01
6.252870000000000061e+01 2.425809999999999911e-01
6.684318000000000382e+01 2.267791000000000112e-01
7.145535999999999888e+01 2.133635999999999866e-01
7.638577999999999690e+01 2.018822999999999868e-01
8.165640000000000498e+01 1.919649999999999967e-01
8.729068999999999789e+01 1.833319999999999950e-01
9.331373999999999569e+01 1.757247999999999866e-01
9.975239000000000544e+01 1.689794000000000018e-01
1.066353000000000009e+02 1.629188000000000025e-01
1.139930999999999983e+02 1.574253999999999931e-01
1.218586999999999989e+02 1.523886999999999881e-01
1.302668999999999926e+02 1.477397000000000016e-01
1.392553000000000054e+02 1.434056999999999971e-01
1.488640000000000043e+02 1.393305999999999989e-01
1.591356000000000108e+02 1.354770999999999892e-01
1.701159000000000106e+02 1.317964000000000080e-01
1.818539000000000101e+02 1.282757999999999954e-01
1.944018000000000086e+02 1.248959999999999931e-01
2.078155999999999892e+02 1.216288999999999981e-01
2.221547999999999945e+02 1.184599000000000069e-01
2.374834999999999923e+02 1.153901999999999983e-01
2.538699000000000012e+02 1.123944999999999944e-01
2.713869000000000256e+02 1.094941999999999999e-01
2.901125999999999863e+02 1.066538000000000069e-01
3.101304000000000087e+02 1.038794999999999996e-01
3.315294000000000096e+02 1.011873999999999968e-01
3.544048999999999978e+02 9.855174999999999352e-02
3.788587999999999738e+02 9.598170999999999786e-02
4.050000999999999749e+02 9.347537999999999681e-02
